gene_id	species	chrom	window_start	window_end
Populus_davidiana__Podav05101.t1	Populus_davidiana	Chr2	2328528	2333243
Populus_davidiana__Podav05182.t1	Populus_davidiana	Chr2	2953727	2963487
Populus_davidiana__Podav06126.t1	Populus_davidiana	Chr2	11940440	11950380
Populus_davidiana__Podav07035.t1	Populus_davidiana	Chr2	25305362	25311966
Populus_davidiana__Podav07257.t1	Populus_davidiana	Chr3	457712	463444
Populus_davidiana__Podav07536.t1	Populus_davidiana	Chr3	2798078	2804046
Populus_davidiana__Podav08779.t1	Populus_davidiana	Chr3	17120420	17127137
Populus_davidiana__Podav09071.t1	Populus_davidiana	Chr3	19781604	19787643
Populus_davidiana__Podav09329.t1	Populus_davidiana	Chr3	23072096	23081485
Populus_davidiana__Podav09516.t1	Populus_davidiana	Chr3	24636981	24646498
Populus_davidiana__Podav09558.t1	Populus_davidiana	Chr3	25034239	25041295
Populus_davidiana__Podav09618.t1	Populus_davidiana	Chr3	25400187	25406329
Populus_davidiana__Podav11933.t1	Populus_davidiana	Chr5	2077335	2081807
Populus_davidiana__Podav12062.t1	Populus_davidiana	Chr5	2976046	2983190
Populus_davidiana__Podav12259.t2	Populus_davidiana	Chr5	4624553	4631003
Populus_davidiana__Podav12278.t1	Populus_davidiana	Chr5	4806285	4814827
Populus_davidiana__Podav12488.t1	Populus_davidiana	Chr5	6458211	6465292
Populus_davidiana__Podav12489.t1	Populus_davidiana	Chr5	6472392	6477809
Populus_davidiana__Podav12727.t1	Populus_davidiana	Chr5	8604535	8608980
Populus_davidiana__Podav12824.t2	Populus_davidiana	Chr5	9253175	9259802
Populus_davidiana__Podav13205.t1	Populus_davidiana	Chr5	12514530	12521971
Populus_davidiana__Podav13516.t1	Populus_davidiana	Chr5	15816280	15820716
Populus_davidiana__Podav14363.t1	Populus_davidiana	Chr6	1549575	1559756
Populus_davidiana__Podav14514.t2	Populus_davidiana	Chr6	2864101	2874130
Populus_davidiana__Podav14754.t1	Populus_davidiana	Chr6	4954402	4959783
Populus_davidiana__Podav14843.t1	Populus_davidiana	Chr6	5689077	5695578
Populus_davidiana__Podav14892.t1	Populus_davidiana	Chr6	6131407	6135876
Populus_davidiana__Podav15053.t1	Populus_davidiana	Chr6	7730066	7736894
Populus_davidiana__Podav15313.t1	Populus_davidiana	Chr6	12143889	12148481
Populus_davidiana__Podav16447.t2	Populus_davidiana	Chr7	122230	128128
Populus_davidiana__Podav16605.t1	Populus_davidiana	Chr7	969442	974459
Populus_davidiana__Podav16729.t1	Populus_davidiana	Chr7	1834854	1839636
Populus_davidiana__Podav16865.t1	Populus_davidiana	Chr7	2771336	2777491
Populus_davidiana__Podav17092.t1	Populus_davidiana	Chr7	5001678	5009584
Populus_davidiana__Podav17111.t1	Populus_davidiana	Chr7	5215676	5222098
Populus_davidiana__Podav17313.t1	Populus_davidiana	Chr7	7529074	7536125
Populus_davidiana__Podav17690.t1	Populus_davidiana	Chr7	13151693	13158668
Populus_davidiana__Podav17744.t1	Populus_davidiana	Chr7	13663501	13667991
Populus_davidiana__Podav17834.t1	Populus_davidiana	Chr7	14428945	14433549
Populus_davidiana__Podav18103.t2	Populus_davidiana	Chr7	16999703	17006879
Populus_davidiana__Podav18361.t1	Populus_davidiana	Chr7	19456586	19465246
Populus_davidiana__Podav18988.t1	Populus_davidiana	Chr8	5873977	5878545
Populus_davidiana__Podav20297.t1	Populus_davidiana	Chr8	18655625	18663312
Populus_davidiana__Podav21354.t1	Populus_davidiana	Chr9	11665060	11669481
Populus_davidiana__Podav21593.t1	Populus_davidiana	Chr9	13654082	13662067
Populus_davidiana__Podav22160.t3	Populus_davidiana	Chr9	18365755	18372829
Populus_davidiana__Podav22283.t1	Populus_davidiana	Chr9	19498387	19502823
Populus_davidiana__Podav22299.t1	Populus_davidiana	Chr9	19661527	19666206
Populus_davidiana__Podav00031.t1	Populus_davidiana	Scaffold_000001	168347	174900
Populus_deltoides__Podel.01G022400.1.v2.1	Populus_deltoides	Chr1	1586890	1591695
Populus_deltoides__Podel.01G032300.1.v2.1	Populus_deltoides	Chr1	2320684	2331650
Populus_deltoides__Podel.01G081100.1.v2.1	Populus_deltoides	Chr1	6421747	6428689
Populus_deltoides__Podel.01G146300.1.v2.1	Populus_deltoides	Chr1	11882535	11891526
Populus_deltoides__Podel.01G176700.1.v2.1	Populus_deltoides	Chr1	14862088	14866536
Populus_deltoides__Podel.01G232200.1.v2.1	Populus_deltoides	Chr1	23636618	23642967
Populus_deltoides__Podel.01G399500.1.v2.1	Populus_deltoides	Chr1	42231241	42236834
Populus_deltoides__Podel.10G004200.1.v2.1	Populus_deltoides	Chr10	384755	391827
Populus_deltoides__Podel.10G136700.1.v2.1	Populus_deltoides	Chr10	13708954	13713561
Populus_deltoides__Podel.10G144700.1.v2.1	Populus_deltoides	Chr10	14238159	14242595
Populus_deltoides__Podel.10G249700.1.v2.1	Populus_deltoides	Chr10	21166637	21173159
Populus_deltoides__Podel.10G255600.1.v2.1	Populus_deltoides	Chr10	21440944	21446750
Populus_deltoides__Podel.10G255800.1.v2.1	Populus_deltoides	Chr10	21453829	21460069
Populus_deltoides__Podel.12G065200.1.v2.1	Populus_deltoides	Chr12	6944701	6950184
Populus_deltoides__Podel.13G042700.1.v2.1	Populus_deltoides	Chr13	2934163	2942662
Populus_deltoides__Podel.13G098000.1.v2.1	Populus_deltoides	Chr13	10015117	10022486
Populus_deltoides__Podel.13G134200.1.v2.1	Populus_deltoides	Chr13	14270700	14277292
Populus_deltoides__Podel.13G197400.1.v2.1	Populus_deltoides	Chr13	17144543	17151038
Populus_deltoides__Podel.14G003900.1.v2.1	Populus_deltoides	Chr14	399540	404090
Populus_deltoides__Podel.14G012700.1.v2.1	Populus_deltoides	Chr14	975724	980163
Populus_deltoides__Podel.14G027800.1.v2.1	Populus_deltoides	Chr14	1976050	1982824
Populus_deltoides__Podel.14G095600.1.v2.1	Populus_deltoides	Chr14	6878987	6886985
Populus_deltoides__Podel.14G125100.1.v2.1	Populus_deltoides	Chr14	9186200	9190624
Populus_deltoides__Podel.15G051500.1.v2.1	Populus_deltoides	Chr15	5419215	5423849
Populus_deltoides__Podel.15G150000.1.v2.1	Populus_deltoides	Chr15	15224521	15229880
Populus_deltoides__Podel.16G028000.1.v2.1	Populus_deltoides	Chr16	1680146	1685920
Populus_deltoides__Podel.16G035200.1.v2.1	Populus_deltoides	Chr16	2111278	2118171
Populus_deltoides__Podel.16G039500.1.v2.1	Populus_deltoides	Chr16	2438039	2446521
Populus_deltoides__Podel.16G053400.1.v2.1	Populus_deltoides	Chr16	3542146	3551310
Populus_deltoides__Podel.16G127700.1.v2.1	Populus_deltoides	Chr16	12905235	12911639
Populus_deltoides__Podel.17G028500.1.v2.1	Populus_deltoides	Chr17	2541500	2549109
Populus_deltoides__Podel.17G110700.1.v2.1	Populus_deltoides	Chr17	12116950	12121536
Populus_deltoides__Podel.18G029700.1.v2.1	Populus_deltoides	Chr18	2393638	2399538
Populus_deltoides__Podel.19G089700.1.v2.1	Populus_deltoides	Chr19	11765548	11772034
Populus_deltoides__Podel.19G096300.1.v2.1	Populus_deltoides	Chr19	12268432	12274931
Populus_deltoides__Podel.19G130700.1.v2.1	Populus_deltoides	Chr19	15207326	15213919
Populus_deltoides__Podel.02G034200.1.v2.1	Populus_deltoides	Chr2	2308056	2312531
Populus_deltoides__Podel.02G048200.1.v2.1	Populus_deltoides	Chr2	3227902	3234903
Populus_deltoides__Podel.02G052000.1.v2.1	Populus_deltoides	Chr2	3573460	3581857
Populus_deltoides__Podel.02G052800.1.v2.1	Populus_deltoides	Chr2	3624953	3631931
Populus_deltoides__Podel.02G073000.1.v2.1	Populus_deltoides	Chr2	5153707	5161614
Populus_deltoides__Podel.02G075200.1.v2.1	Populus_deltoides	Chr2	5330262	5338806
Populus_deltoides__Podel.02G098500.1.v2.1	Populus_deltoides	Chr2	7145065	7151597
Populus_deltoides__Podel.02G098600.1.v2.1	Populus_deltoides	Chr2	7164400	7169738
Populus_deltoides__Podel.02G126600.1.v2.1	Populus_deltoides	Chr2	9603792	9608240
Populus_deltoides__Podel.02G138200.1.v2.1	Populus_deltoides	Chr2	10383151	10390978
Populus_deltoides__Podel.02G186400.1.v2.1	Populus_deltoides	Chr2	14262076	14269558
Populus_deltoides__Podel.02G218800.1.v2.1	Populus_deltoides	Chr2	17986389	17990828
Populus_deltoides__Podel.03G013600.1.v2.1	Populus_deltoides	Chr3	1705300	1711887
Populus_deltoides__Podel.03G103300.1.v2.1	Populus_deltoides	Chr3	12186619	12196343
Populus_deltoides__Podel.03G212100.1.v2.1	Populus_deltoides	Chr3	20690980	20700856
Populus_deltoides__Podel.03G221100.1.v2.1	Populus_deltoides	Chr3	21314003	21318721
Populus_deltoides__Podel.04G121600.1.v2.1	Populus_deltoides	Chr4	11561872	11566467
Populus_deltoides__Podel.04G145800.1.v2.1	Populus_deltoides	Chr4	15984033	15990875
Populus_deltoides__Podel.04G162300.1.v2.1	Populus_deltoides	Chr4	17690024	17694535
Populus_deltoides__Podel.04G168100.1.v2.1	Populus_deltoides	Chr4	18208827	18215331
Populus_deltoides__Podel.04G177500.1.v2.1	Populus_deltoides	Chr4	18866191	18871572
Populus_deltoides__Podel.04G207200.1.v2.1	Populus_deltoides	Chr4	21189758	21199851
Populus_deltoides__Podel.04G224800.1.v2.1	Populus_deltoides	Chr4	22612578	22622582
Populus_deltoides__Podel.05G057600.1.v2.1	Populus_deltoides	Chr5	3919943	3928553
Populus_deltoides__Podel.05G089800.1.v2.1	Populus_deltoides	Chr5	6260773	6268203
Populus_deltoides__Podel.05G132900.1.v2.1	Populus_deltoides	Chr5	9986820	9991313
Populus_deltoides__Podel.05G139800.1.v2.1	Populus_deltoides	Chr5	10666570	10672929
Populus_deltoides__Podel.05G181100.1.v2.1	Populus_deltoides	Chr5	18568461	18575489
Populus_deltoides__Podel.05G202400.1.v2.1	Populus_deltoides	Chr5	21161945	21169636
Populus_deltoides__Podel.05G204500.1.v2.1	Populus_deltoides	Chr5	21391512	21399831
Populus_deltoides__Podel.05G230200.1.v2.1	Populus_deltoides	Chr5	23429623	23436717
Populus_deltoides__Podel.05G245900.1.v2.1	Populus_deltoides	Chr5	24524659	24529131
Populus_deltoides__Podel.05G259400.1.v2.1	Populus_deltoides	Chr5	25374610	25379409
Populus_deltoides__Podel.05G274400.1.v2.1	Populus_deltoides	Chr5	26265463	26271156
Populus_deltoides__Podel.06G028300.1.v2.1	Populus_deltoides	Chr6	1979282	1985040
Populus_deltoides__Podel.06G035100.1.v2.1	Populus_deltoides	Chr6	2397983	2405061
Populus_deltoides__Podel.06G038900.1.v2.1	Populus_deltoides	Chr6	2794813	2801992
Populus_deltoides__Podel.06G061000.1.v2.1	Populus_deltoides	Chr6	4516120	4525471
Populus_deltoides__Podel.06G089700.1.v2.1	Populus_deltoides	Chr6	6877107	6883081
Populus_deltoides__Podel.06G124000.1.v2.1	Populus_deltoides	Chr6	9969745	9976581
Populus_deltoides__Podel.06G265700.1.v2.1	Populus_deltoides	Chr6	26279809	26285801
Populus_deltoides__Podel.06G291000.1.v2.1	Populus_deltoides	Chr6	28012492	28018325
Populus_deltoides__Podel.07G008900.1.v2.1	Populus_deltoides	Chr7	687285	692027
Populus_deltoides__Podel.07G022000.1.v2.1	Populus_deltoides	Chr7	1692686	1697122
Populus_deltoides__Podel.07G034300.1.v2.1	Populus_deltoides	Chr7	2685437	2692514
Populus_deltoides__Podel.07G034600.1.v2.1	Populus_deltoides	Chr7	2738758	2745837
Populus_deltoides__Podel.07G094400.1.v2.1	Populus_deltoides	Chr7	11518030	11525514
Populus_deltoides__Podel.07G142200.1.v2.1	Populus_deltoides	Chr7	15084444	15092194
Populus_deltoides__Podel.08G016000.1.v2.1	Populus_deltoides	Chr8	1081640	1087784
Populus_deltoides__Podel.08G024100.1.v2.1	Populus_deltoides	Chr8	1456522	1462890
Populus_deltoides__Podel.08G126200.1.v2.1	Populus_deltoides	Chr8	8502068	8512633
Populus_deltoides__Podel.08G134200.1.v2.1	Populus_deltoides	Chr8	9086221	9090828
Populus_deltoides__Podel.08G139300.1.v2.1	Populus_deltoides	Chr8	9457236	9466236
Populus_deltoides__Podel.09G016800.1.v2.1	Populus_deltoides	Chr9	2736814	2743132
Populus_deltoides__Podel.09G076700.1.v2.1	Populus_deltoides	Chr9	7291290	7296190
Populus_deltoides__Podel.09G076800.1.v2.1	Populus_deltoides	Chr9	7296136	7301343
Populus_deltoides__Podel.09G104000.1.v2.1	Populus_deltoides	Chr9	9108430	9115326
Populus_deltoides__Podel.09G125000.1.v2.1	Populus_deltoides	Chr9	10354214	10358686
Populus_deltoides__Podel.09G130600.1.v2.1	Populus_deltoides	Chr9	10736475	10743307
Populus_deltoides__Podel.09G140100.1.v2.1	Populus_deltoides	Chr9	11199931	11205291
Populus_deltoides__Podel.09G170300.1.v2.1	Populus_deltoides	Chr9	13025440	13036165
Populus_deltoides__Podel.09G170500.1.v2.1	Populus_deltoides	Chr9	13047466	13053361
Populus_deltoides__Podel.T273900.1.v2.1	Populus_deltoides	Scaffold_000060	0	5374
Populus_deltoides__Podel.T107700.1.v2.1	Populus_deltoides	Scaffold_000224	15778	20212
Populus_deltoides__Podel.T107800.1.v2.1	Populus_deltoides	Scaffold_000224	17792	22230
Populus_deltoides__Podel.T188200.1.v2.1	Populus_deltoides	Scaffold_000456	27385	32941
Populus_deltoides__Podel.T202900.1.v2.1	Populus_deltoides	Scaffold_000505	18850	25516
Populus_deltoides__Podel.T050600.1.v2.1	Populus_deltoides	Scaffold_001102	3187	8212
Populus_euphratica__Poeup00835.t1	Populus_euphratica	Chr1	15076416	15082012
Populus_euphratica__Poeup00866.t1	Populus_euphratica	Chr1	15444736	15449752
Populus_euphratica__Poeup02427.t1	Populus_euphratica	Chr1	40731413	40737745
Populus_euphratica__Poeup02433.t1	Populus_euphratica	Chr1	40762833	40769185
Populus_euphratica__Poeup02919.t1	Populus_euphratica	Chr1	52540435	52545943
Populus_euphratica__GWHAAYU00000002_exon6_exon4_exon3_exon2_exon5_exon7_2dom	Populus_euphratica	Chr1	55938843	55948661
Populus_euphratica__Poeup03820.t1	Populus_euphratica	Chr1	61096629	61102893
Populus_euphratica__Poeup04226.t1	Populus_euphratica	Chr1	64535792	64546776
Populus_euphratica__Poeup04325.t1	Populus_euphratica	Chr1	65195996	65200798
Populus_euphratica__Poeup04461.t1	Populus_euphratica	Chr1	66292637	66297484
Populus_euphratica__Poeup20064.t1	Populus_euphratica	Chr10	1530913	1536979
Populus_euphratica__Poeup20146.t1	Populus_euphratica	Chr10	2168737	2173494
Populus_euphratica__Poeup20401.t1	Populus_euphratica	Chr10	3946708	3953793
Populus_euphratica__Poeup20403.t1	Populus_euphratica	Chr10	3962187	3967244
Populus_euphratica__Poeup20601.t1	Populus_euphratica	Chr10	5468349	5474915
Populus_euphratica__Poeup21438.t1	Populus_euphratica	Chr10	11968421	11974363
Populus_euphratica__Poeup21521.t1	Populus_euphratica	Chr10	12684499	12691218
Populus_euphratica__Poeup21569.t1	Populus_euphratica	Chr10	13118545	13125053
Populus_euphratica__Poeup17587.t1	Populus_euphratica	Chr11	4792448	4800063
Populus_euphratica__Poeup18543.t1	Populus_euphratica	Chr11	26808010	26813455
Populus_euphratica__Poeup29412.t1	Populus_euphratica	Chr12	959807	965491
Populus_euphratica__Poeup29645.t1	Populus_euphratica	Chr12	3115091	3119950
Populus_euphratica__Poeup29786.t1	Populus_euphratica	Chr12	5825275	5833333
Populus_euphratica__Poeup29916.t1	Populus_euphratica	Chr12	10745548	10750660
Populus_euphratica__Poeup30439.t1	Populus_euphratica	Chr12	18182946	18191569
Populus_euphratica__Poeup15583.t1	Populus_euphratica	Chr13	485950	490879
Populus_euphratica__Poeup15833.t1	Populus_euphratica	Chr13	2154639	2161678
Populus_euphratica__Poeup15834.t1	Populus_euphratica	Chr13	2166956	2172963
Populus_euphratica__Poeup16041.t1	Populus_euphratica	Chr13	4080180	4085296
Populus_euphratica__Poeup16066.t1	Populus_euphratica	Chr13	4400371	4407472
Populus_euphratica__Poeup16278.t1	Populus_euphratica	Chr13	8429303	8450469
Populus_euphratica__Poeup16415.t1	Populus_euphratica	Chr13	16430955	16436071
Populus_euphratica__Poeup16534.t1	Populus_euphratica	Chr13	19997436	20009594
Populus_euphratica__Poeup16832.t1	Populus_euphratica	Chr13	25297817	25304286
Populus_euphratica__Poeup16840.t1	Populus_euphratica	Chr13	25378580	25383858
Populus_euphratica__Poeup27401.t1	Populus_euphratica	Chr14	18601802	18606530
Populus_euphratica__Poeup27629.t1	Populus_euphratica	Chr14	20466212	20471434
Populus_euphratica__Poeup28102.t1	Populus_euphratica	Chr15	2003248	2008726
Populus_euphratica__Poeup28359.t1	Populus_euphratica	Chr15	7811054	7816289
Populus_euphratica__Poeup28714.t1	Populus_euphratica	Chr15	17078161	17082651
Populus_euphratica__Poeup28769.t1	Populus_euphratica	Chr15	17735376	17740894
Populus_euphratica__Poeup28778.t1	Populus_euphratica	Chr15	17810571	17815825
Populus_euphratica__Poeup29194.t1	Populus_euphratica	Chr15	20904414	20909534
Populus_euphratica__Poeup25318.t1	Populus_euphratica	Chr16	1373293	1381290
Populus_euphratica__Poeup25361.t1	Populus_euphratica	Chr16	2014711	2028698
Populus_euphratica__Poeup25547.t1	Populus_euphratica	Chr16	4520117	4525940
Populus_euphratica__Poeup25797.t1	Populus_euphratica	Chr16	13786234	13791420
Populus_euphratica__Poeup26094.t1	Populus_euphratica	Chr16	18361190	18367929
Populus_euphratica__Poeup23972.t1	Populus_euphratica	Chr17	1641611	1646203
Populus_euphratica__Poeup04775.t1	Populus_euphratica	Chr18	2319937	2324340
Populus_euphratica__Poeup18622.t1	Populus_euphratica	Chr19	675205	680363
Populus_euphratica__Poeup19045.t1	Populus_euphratica	Chr19	5215296	5220652
Populus_euphratica__Poeup30908.t1	Populus_euphratica	Chr2	2017213	2023748
Populus_euphratica__Poeup31292.t1	Populus_euphratica	Chr2	14374233	14379888
Populus_euphratica__Poeup31540.t1	Populus_euphratica	Chr2	17512299	17517975
Populus_euphratica__Poeup33327.t1	Populus_euphratica	Chr3	1623745	1628490
Populus_euphratica__Poeup34391.t1	Populus_euphratica	Chr3	21283999	21288966
Populus_euphratica__Poeup34395.t1	Populus_euphratica	Chr3	21332560	21339303
Populus_euphratica__Poeup34446.t1	Populus_euphratica	Chr3	21710114	21716612
Populus_euphratica__Poeup08208.t1	Populus_euphratica	Chr4	740767	747921
Populus_euphratica__Poeup08905.t1	Populus_euphratica	Chr4	7035976	7040485
Populus_euphratica__Poeup09658.t1	Populus_euphratica	Chr4	33762340	33770441
Populus_euphratica__Poeup09768.t1	Populus_euphratica	Chr4	34900074	34905593
Populus_euphratica__Poeup09810.t1	Populus_euphratica	Chr4	35295984	35301815
Populus_euphratica__GWHAAYU00000007_exon6_exon7_exon5_exon4_exon1_exon2_exon3	Populus_euphratica	Chr5	5814792	5822380
Populus_euphratica__GWHAAYU00000007_exon13	Populus_euphratica	Chr5	8499491	8504458
Populus_euphratica__Poeup14827.t1	Populus_euphratica	Chr5	28909742	28914684
Populus_euphratica__Poeup15095.t1	Populus_euphratica	Chr5	31356530	31361068
Populus_euphratica__Poeup15484.t1	Populus_euphratica	Chr5	34229405	34234861
Populus_euphratica__Poeup10846.t1	Populus_euphratica	Chr6	3341345	3346212
Populus_euphratica__Poeup11104.t1	Populus_euphratica	Chr6	5624832	5630131
Populus_euphratica__Poeup12817.t1	Populus_euphratica	Chr6	35388527	35393536
Populus_euphratica__Poeup22823.t1	Populus_euphratica	Chr7	2961516	2967458
Populus_euphratica__Poeup22971.t1	Populus_euphratica	Chr7	4747530	4753925
Populus_euphratica__Poeup23228.t1	Populus_euphratica	Chr7	12526181	12531063
Populus_euphratica__Poeup23322.t1	Populus_euphratica	Chr7	16584323	16590453
Populus_euphratica__Poeup23537.t1	Populus_euphratica	Chr7	20824520	20829844
Populus_euphratica__GWHAAYU00000012_exon20_exon6	Populus_euphratica	Chr7	21630977	21635803
Populus_euphratica__Poeup06079.t1	Populus_euphratica	Chr8	846405	853022
Populus_euphratica__Poeup06486.t1	Populus_euphratica	Chr8	3608195	3613084
Populus_euphratica__Poeup07125.t1	Populus_euphratica	Chr8	8266632	8271839
Populus_euphratica__Poeup07252.t1	Populus_euphratica	Chr8	9365770	9373473
Populus_euphratica__Poeup07500.t1	Populus_euphratica	Chr8	11458351	11463813
Populus_euphratica__Poeup35373.t1	Populus_euphratica	Chr9	2553816	2560005
Populus_euphratica__Poeup35453.t1	Populus_euphratica	Chr9	6552404	6557008
Populus_euphratica__Poeup35526.t1	Populus_euphratica	Chr9	8738299	8742747
Populus_euphratica__GWHAAYU00000019_exon1_exon6	Populus_euphratica	Chr9	9092582	9098912
Populus_euphratica__Poeup36885.t1	Populus_euphratica	Chr9	19380521	19387799
Populus_euphratica__Poeup38371.t1	Populus_euphratica	Scaffold_000489	95711	100066
Populus_euphratica__Poeup37189.t1	Populus_euphratica	Scaffold_000581	10847	15991
Populus_ilicifolia__evm.model.scaffold219_cov113.32	Populus_ilicifolia	Chr1	359244	364111
Populus_ilicifolia__evm.model.scaffold168_cov108.80	Populus_ilicifolia	Chr1	1543800	1548605
Populus_ilicifolia__evm.model.scaffold169_cov106.296	Populus_ilicifolia	Chr1	2359238	2370183
Populus_ilicifolia__evm.model.scaffold82_cov102.105	Populus_ilicifolia	Chr1	5714163	5721032
Populus_ilicifolia__evm.model.scaffold1515_cov109.21	Populus_ilicifolia	Chr1	10650977	10660909
Populus_ilicifolia__evm.model.scaffold491_cov103.5	Populus_ilicifolia	Chr1	13598878	13604412
Populus_ilicifolia__evm.model.scaffold34_cov110.5	Populus_ilicifolia	Chr1	21984173	21990509
Populus_ilicifolia__evm.model.scaffold1048_cov104.4	Populus_ilicifolia	Chr1	37228564	37233531
Populus_ilicifolia__evm.model.scaffold1242_cov106.13	Populus_ilicifolia	Chr1	37514627	37520219
Populus_ilicifolia__evm.model.scaffold926_cov107.20	Populus_ilicifolia	Chr10	397236	404363
Populus_ilicifolia__evm.model.scaffold327_cov106.15	Populus_ilicifolia	Chr10	12790177	12795693
Populus_ilicifolia__evm.model.scaffold327_cov106.94	Populus_ilicifolia	Chr10	13341335	13345942
Populus_ilicifolia__evm.model.scaffold327_cov106.172	Populus_ilicifolia	Chr10	13870750	13875186
Populus_ilicifolia__evm.model.scaffold1846_cov110.64	Populus_ilicifolia	Chr10	20309699	20315512
Populus_ilicifolia__evm.model.scaffold1846_cov110.61	Populus_ilicifolia	Chr10	20322715	20328947
Populus_ilicifolia__evm.model.scaffold408_cov108.129	Populus_ilicifolia	Chr11	2141115	2148843
Populus_ilicifolia__evm.model.scaffold184_cov104.8	Populus_ilicifolia	Chr13	2921174	2929809
Populus_ilicifolia__evm.model.scaffold951_cov116.2	Populus_ilicifolia	Chr13	8925816	8933203
Populus_ilicifolia__evm.model.scaffold46_cov108.18	Populus_ilicifolia	Chr13	12756081	12762621
Populus_ilicifolia__evm.model.scaffold717_cov110.46	Populus_ilicifolia	Chr13	15028941	15035596
Populus_ilicifolia__evm.model.scaffold356_cov103.163	Populus_ilicifolia	Chr14	306454	311112
Populus_ilicifolia__evm.model.scaffold356_cov103.131	Populus_ilicifolia	Chr14	569834	574273
Populus_ilicifolia__evm.model.scaffold356_cov103.3	Populus_ilicifolia	Chr14	1496011	1502983
Populus_ilicifolia__evm.model.scaffold352_cov102.211	Populus_ilicifolia	Chr14	5931815	5939796
Populus_ilicifolia__evm.model.scaffold118_cov101.47	Populus_ilicifolia	Chr14	7956448	7960872
Populus_ilicifolia__evm.model.scaffold4416_cov112.1	Populus_ilicifolia	Chr15	5633075	5637712
Populus_ilicifolia__evm.model.scaffold1873_cov107.33	Populus_ilicifolia	Chr16	1384136	1389919
Populus_ilicifolia__evm.model.scaffold298_cov112.12	Populus_ilicifolia	Chr16	1806623	1813521
Populus_ilicifolia__evm.model.scaffold185_cov102.186	Populus_ilicifolia	Chr16	2209427	2217915
Populus_ilicifolia__evm.model.scaffold185_cov102.77	Populus_ilicifolia	Chr16	3163946	3173188
Populus_ilicifolia__evm.model.scaffold123_cov104.9	Populus_ilicifolia	Chr16	11883840	11890053
Populus_ilicifolia__evm.model.scaffold407_cov105.91	Populus_ilicifolia	Chr17	1357979	1365840
Populus_ilicifolia__evm.model.scaffold203_cov105.62	Populus_ilicifolia	Chr17	10615638	10620224
Populus_ilicifolia__evm.model.scaffold363_cov103.137	Populus_ilicifolia	Chr18	1927028	1933112
Populus_ilicifolia__evm.model.scaffold38_cov107.34	Populus_ilicifolia	Chr19	12207948	12214741
Populus_ilicifolia__evm.model.scaffold47_cov104.156	Populus_ilicifolia	Chr2	1967284	1971759
Populus_ilicifolia__evm.model.scaffold47_cov104.21	Populus_ilicifolia	Chr2	2845992	2853022
Populus_ilicifolia__evm.model.scaffold336_cov105.14	Populus_ilicifolia	Chr2	4613374	4621233
Populus_ilicifolia__evm.model.scaffold5_cov102.260	Populus_ilicifolia	Chr2	4806663	4815070
Populus_ilicifolia__evm.model.scaffold5_cov102.49	Populus_ilicifolia	Chr2	6456894	6463944
Populus_ilicifolia__evm.model.scaffold5_cov102.48	Populus_ilicifolia	Chr2	6470245	6475626
Populus_ilicifolia__evm.model.scaffold164_cov102.199	Populus_ilicifolia	Chr2	8686012	8690460
Populus_ilicifolia__evm.model.scaffold164_cov102.297	Populus_ilicifolia	Chr2	9371730	9380149
Populus_ilicifolia__evm.model.scaffold130_cov102.107	Populus_ilicifolia	Chr2	12486645	12493852
Populus_ilicifolia__evm.model.scaffold687_cov105.32	Populus_ilicifolia	Chr2	15383235	15387674
Populus_ilicifolia__evm.model.scaffold2195_cov107.5	Populus_ilicifolia	Chr3	1246316	1252930
Populus_ilicifolia__evm.model.scaffold1665_cov104.5	Populus_ilicifolia	Chr3	11111551	11121262
Populus_ilicifolia__evm.model.scaffold1007_cov103.44	Populus_ilicifolia	Chr3	19015671	19025524
Populus_ilicifolia__evm.model.scaffold12_cov109.75	Populus_ilicifolia	Chr3	19606860	19611554
Populus_ilicifolia__evm.model.scaffold2971_cov84.1	Populus_ilicifolia	Chr4	11017207	11021802
Populus_ilicifolia__evm.model.scaffold401_cov111.66	Populus_ilicifolia	Chr4	16367804	16375427
Populus_ilicifolia__evm.model.scaffold428_cov103.57	Populus_ilicifolia	Chr4	18307015	18311487
Populus_ilicifolia__evm.model.scaffold428_cov103.9	Populus_ilicifolia	Chr4	18812660	18819190
Populus_ilicifolia__evm.model.scaffold152_cov107.55	Populus_ilicifolia	Chr4	19548166	19553548
Populus_ilicifolia__evm.model.scaffold360_cov106.303	Populus_ilicifolia	Chr4	21460021	21469674
Populus_ilicifolia__evm.model.scaffold360_cov106.150	Populus_ilicifolia	Chr4	22747335	22757136
Populus_ilicifolia__evm.model.scaffold37_cov106.336	Populus_ilicifolia	Chr5	2734095	2742691
Populus_ilicifolia__evm.model.scaffold37_cov106.72	Populus_ilicifolia	Chr5	4979943	4987493
Populus_ilicifolia__evm.model.scaffold526_cov104.16	Populus_ilicifolia	Chr5	7032033	7036412
Populus_ilicifolia__evm.model.scaffold526_cov104.105	Populus_ilicifolia	Chr5	7927839	7932332
Populus_ilicifolia__evm.model.scaffold601_cov109.6	Populus_ilicifolia	Chr5	8630082	8637064
Populus_ilicifolia__evm.model.scaffold933_cov112.5	Populus_ilicifolia	Chr5	16089108	16096217
Populus_ilicifolia__evm.model.scaffold48_cov100.38	Populus_ilicifolia	Chr5	18542962	18550654
Populus_ilicifolia__evm.model.scaffold48_cov100.22	Populus_ilicifolia	Chr5	18781206	18787887
