Species	OrthoFinder_ID	gene_chr	gene_start	gene_end	TE_positive
Populus_davidiana	Populus_davidiana__Podav33066.t1	Chr16	2927123	2931649	True
Populus_davidiana	Populus_davidiana__Podav33798.t1	Chr16	12021601	12024149	True
Populus_davidiana	Populus_davidiana__Podav34041.t3	Chr16	14257345	14260004	True
Populus_davidiana	Populus_davidiana__Podav34528.t1	Chr17	10688038	10693184	True
Populus_davidiana	Populus_davidiana__Podav34666.t1	Chr17	12460389	12464862	True
Populus_davidiana	Populus_davidiana__Podav34703.t1	Chr17	12809658	12812550	True
Populus_davidiana	Populus_davidiana__Podav34761.t1	Chr17	13224617	13226387	True
Populus_davidiana	Populus_davidiana__Podav36695.t1	Chr19	1364377	1366643	False
Populus_davidiana	Populus_davidiana__Podav36696.t1	Chr19	1369822	1370261	True
Populus_davidiana	Populus_davidiana__Podav36976.t2	Chr19	4120243	4122570	False
Populus_davidiana	Populus_davidiana__Podav37571.t2	Chr19	9020869	9023795	False
Populus_davidiana	Populus_davidiana__Podav37750.t1	Chr19	10125201	10125669	True
Populus_davidiana	Populus_davidiana__Podav37808.t1	Chr19	10534935	10537721	True
Populus_davidiana	Populus_davidiana__Podav37893.t1	Chr19	11020805	11022155	True
Populus_davidiana	Populus_davidiana__Podav38153.t1	Chr19	12747469	12754186	True
Populus_davidiana	Populus_davidiana__Podav38155.t2	Chr19	12768858	12770698	True
Populus_davidiana	Populus_davidiana__Podav05101.t1	Chr2	2330529	2331243	True
Populus_davidiana	Populus_davidiana__Podav05182.t1	Chr2	2955728	2961487	True
Populus_davidiana	Populus_davidiana__Podav06126.t1	Chr2	11942441	11948380	True
Populus_davidiana	Populus_davidiana__Podav07035.t1	Chr2	25307363	25309966	True
Populus_davidiana	Populus_davidiana__Podav07257.t1	Chr3	459713	461444	True
Populus_davidiana	Populus_davidiana__Podav07536.t1	Chr3	2800079	2802046	True
Populus_davidiana	Populus_davidiana__Podav08779.t1	Chr3	17122421	17125137	True
Populus_davidiana	Populus_davidiana__Podav09071.t1	Chr3	19783605	19785643	True
Populus_davidiana	Populus_davidiana__Podav09329.t1	Chr3	23074097	23079485	True
Populus_davidiana	Populus_davidiana__Podav09516.t1	Chr3	24638982	24644498	True
Populus_davidiana	Populus_davidiana__Podav09558.t1	Chr3	25036240	25039295	True
Populus_davidiana	Populus_davidiana__Podav09618.t1	Chr3	25402188	25404329	True
Populus_davidiana	Populus_davidiana__Podav11933.t1	Chr5	2079336	2079807	False
Populus_davidiana	Populus_davidiana__Podav12062.t1	Chr5	2978047	2981190	True
Populus_davidiana	Populus_davidiana__Podav12259.t2	Chr5	4626554	4629003	True
Populus_davidiana	Populus_davidiana__Podav12278.t1	Chr5	4808286	4812827	True
Populus_davidiana	Populus_davidiana__Podav12488.t1	Chr5	6460212	6463292	True
Populus_davidiana	Populus_davidiana__Podav12489.t1	Chr5	6474393	6475809	True
Populus_davidiana	Populus_davidiana__Podav12727.t1	Chr5	8606536	8606980	True
Populus_davidiana	Populus_davidiana__Podav12824.t2	Chr5	9255176	9257802	True
Populus_davidiana	Populus_davidiana__Podav13205.t1	Chr5	12516531	12519971	True
Populus_davidiana	Populus_davidiana__Podav13516.t1	Chr5	15818281	15818716	True
Populus_davidiana	Populus_davidiana__Podav14363.t1	Chr6	1551576	1557756	True
Populus_davidiana	Populus_davidiana__Podav14514.t2	Chr6	2866102	2872130	False
Populus_davidiana	Populus_davidiana__Podav14754.t1	Chr6	4956403	4957783	False
Populus_davidiana	Populus_davidiana__Podav14843.t1	Chr6	5691078	5693578	True
Populus_davidiana	Populus_davidiana__Podav14892.t1	Chr6	6133408	6133876	True
Populus_davidiana	Populus_davidiana__Podav15053.t1	Chr6	7732067	7734894	True
Populus_davidiana	Populus_davidiana__Podav15313.t1	Chr6	12145890	12146481	True
Populus_davidiana	Populus_davidiana__Podav16447.t2	Chr7	124231	126128	True
Populus_davidiana	Populus_davidiana__Podav16605.t1	Chr7	971443	972459	True
Populus_davidiana	Populus_davidiana__Podav16729.t1	Chr7	1836855	1837636	True
Populus_davidiana	Populus_davidiana__Podav16865.t1	Chr7	2773337	2775491	False
Populus_davidiana	Populus_davidiana__Podav17092.t1	Chr7	5003679	5007584	True
Populus_davidiana	Populus_davidiana__Podav17111.t1	Chr7	5217677	5220098	True
Populus_davidiana	Populus_davidiana__Podav17313.t1	Chr7	7531075	7534125	True
Populus_davidiana	Populus_davidiana__Podav17690.t1	Chr7	13153694	13156668	True
Populus_davidiana	Populus_davidiana__Podav17744.t1	Chr7	13665502	13665991	True
Populus_davidiana	Populus_davidiana__Podav17834.t1	Chr7	14430946	14431549	False
Populus_davidiana	Populus_davidiana__Podav18103.t2	Chr7	17001704	17004879	True
Populus_davidiana	Populus_davidiana__Podav18361.t1	Chr7	19458587	19463246	True
Populus_davidiana	Populus_davidiana__Podav18988.t1	Chr8	5875978	5876545	False
Populus_davidiana	Populus_davidiana__Podav20297.t1	Chr8	18657626	18661312	False
Populus_davidiana	Populus_davidiana__Podav21354.t1	Chr9	11667061	11667481	True
Populus_davidiana	Populus_davidiana__Podav21593.t1	Chr9	13656083	13660067	True
Populus_davidiana	Populus_davidiana__Podav22160.t3	Chr9	18367756	18370829	True
Populus_davidiana	Populus_davidiana__Podav22283.t1	Chr9	19500388	19500823	False
Populus_davidiana	Populus_davidiana__Podav22299.t1	Chr9	19663528	19664206	False
Populus_davidiana	Populus_davidiana__Podav00031.t1	Scaffold_000001	170348	172900	True
Populus_deltoides	Populus_deltoides__Podel.01G022400.1.v2.1	Chr1	1588891	1589695	True
Populus_deltoides	Populus_deltoides__Podel.01G032300.1.v2.1	Chr1	2322685	2329650	True
Populus_deltoides	Populus_deltoides__Podel.01G081100.1.v2.1	Chr1	6423748	6426689	True
Populus_deltoides	Populus_deltoides__Podel.01G146300.1.v2.1	Chr1	11884536	11889526	False
Populus_deltoides	Populus_deltoides__Podel.01G176700.1.v2.1	Chr1	14864089	14864536	True
Populus_deltoides	Populus_deltoides__Podel.01G232200.1.v2.1	Chr1	23638619	23640967	True
Populus_deltoides	Populus_deltoides__Podel.01G399500.1.v2.1	Chr1	42233242	42234834	False
Populus_deltoides	Populus_deltoides__Podel.10G004200.1.v2.1	Chr10	386756	389827	True
Populus_deltoides	Populus_deltoides__Podel.10G136700.1.v2.1	Chr10	13710955	13711561	False
Populus_deltoides	Populus_deltoides__Podel.10G144700.1.v2.1	Chr10	14240160	14240595	False
Populus_deltoides	Populus_deltoides__Podel.10G249700.1.v2.1	Chr10	21168638	21171159	True
Populus_deltoides	Populus_deltoides__Podel.10G255600.1.v2.1	Chr10	21442945	21444750	True
Populus_deltoides	Populus_deltoides__Podel.10G255800.1.v2.1	Chr10	21455830	21458069	False
Populus_deltoides	Populus_deltoides__Podel.12G065200.1.v2.1	Chr12	6946702	6948184	True
Populus_deltoides	Populus_deltoides__Podel.13G042700.1.v2.1	Chr13	2936164	2940662	True
Populus_deltoides	Populus_deltoides__Podel.13G098000.1.v2.1	Chr13	10017118	10020486	True
Populus_deltoides	Populus_deltoides__Podel.13G134200.1.v2.1	Chr13	14272701	14275292	False
Populus_deltoides	Populus_deltoides__Podel.13G197400.1.v2.1	Chr13	17146544	17149038	True
Populus_deltoides	Populus_deltoides__Podel.14G003900.1.v2.1	Chr14	401541	402090	True
Populus_deltoides	Populus_deltoides__Podel.14G012700.1.v2.1	Chr14	977725	978163	True
Populus_deltoides	Populus_deltoides__Podel.14G027800.1.v2.1	Chr14	1978051	1980824	True
Populus_deltoides	Populus_deltoides__Podel.14G095600.1.v2.1	Chr14	6880988	6884985	True
Populus_deltoides	Populus_deltoides__Podel.14G125100.1.v2.1	Chr14	9188201	9188624	True
Populus_deltoides	Populus_deltoides__Podel.15G051500.1.v2.1	Chr15	5421216	5421849	True
Populus_deltoides	Populus_deltoides__Podel.15G150000.1.v2.1	Chr15	15226522	15227880	True
Populus_deltoides	Populus_deltoides__Podel.16G028000.1.v2.1	Chr16	1682147	1683920	True
Populus_deltoides	Populus_deltoides__Podel.16G035200.1.v2.1	Chr16	2113279	2116171	True
Populus_deltoides	Populus_deltoides__Podel.16G039500.1.v2.1	Chr16	2440040	2444521	True
Populus_deltoides	Populus_deltoides__Podel.16G053400.1.v2.1	Chr16	3544147	3549310	True
Populus_deltoides	Populus_deltoides__Podel.16G127700.1.v2.1	Chr16	12907236	12909639	False
Populus_deltoides	Populus_deltoides__Podel.17G028500.1.v2.1	Chr17	2543501	2547109	True
Populus_deltoides	Populus_deltoides__Podel.17G110700.1.v2.1	Chr17	12118951	12119536	True
Populus_deltoides	Populus_deltoides__Podel.18G029700.1.v2.1	Chr18	2395639	2397538	True
Populus_deltoides	Populus_deltoides__Podel.19G089700.1.v2.1	Chr19	11767549	11770034	True
Populus_deltoides	Populus_deltoides__Podel.19G096300.1.v2.1	Chr19	12270433	12272931	True
Populus_deltoides	Populus_deltoides__Podel.19G130700.1.v2.1	Chr19	15209327	15211919	True
Populus_deltoides	Populus_deltoides__Podel.02G034200.1.v2.1	Chr2	2310057	2310531	True
Populus_deltoides	Populus_deltoides__Podel.02G048200.1.v2.1	Chr2	3229903	3232903	False
Populus_deltoides	Populus_deltoides__Podel.02G052000.1.v2.1	Chr2	3575461	3579857	False
Populus_deltoides	Populus_deltoides__Podel.02G052800.1.v2.1	Chr2	3626954	3629931	False
Populus_deltoides	Populus_deltoides__Podel.02G073000.1.v2.1	Chr2	5155708	5159614	False
Populus_deltoides	Populus_deltoides__Podel.02G075200.1.v2.1	Chr2	5332263	5336806	True
Populus_deltoides	Populus_deltoides__Podel.02G098500.1.v2.1	Chr2	7147066	7149597	True
Populus_deltoides	Populus_deltoides__Podel.02G098600.1.v2.1	Chr2	7166401	7167738	True
Populus_deltoides	Populus_deltoides__Podel.02G126600.1.v2.1	Chr2	9605793	9606240	True
Populus_deltoides	Populus_deltoides__Podel.02G138200.1.v2.1	Chr2	10385152	10388978	True
Populus_deltoides	Populus_deltoides__Podel.02G186400.1.v2.1	Chr2	14264077	14267558	True
Populus_deltoides	Populus_deltoides__Podel.02G218800.1.v2.1	Chr2	17988390	17988828	True
Populus_deltoides	Populus_deltoides__Podel.03G013600.1.v2.1	Chr3	1707301	1709887	True
Populus_deltoides	Populus_deltoides__Podel.03G103300.1.v2.1	Chr3	12188620	12194343	True
Populus_deltoides	Populus_deltoides__Podel.03G212100.1.v2.1	Chr3	20692981	20698856	False
Populus_deltoides	Populus_deltoides__Podel.03G221100.1.v2.1	Chr3	21316004	21316721	False
Populus_deltoides	Populus_deltoides__Podel.04G121600.1.v2.1	Chr4	11563873	11564467	True
Populus_deltoides	Populus_deltoides__Podel.04G145800.1.v2.1	Chr4	15986034	15988875	False
Populus_deltoides	Populus_deltoides__Podel.04G162300.1.v2.1	Chr4	17692025	17692535	True
Populus_deltoides	Populus_deltoides__Podel.04G168100.1.v2.1	Chr4	18210828	18213331	True
Populus_deltoides	Populus_deltoides__Podel.04G177500.1.v2.1	Chr4	18868192	18869572	True
Populus_deltoides	Populus_deltoides__Podel.04G207200.1.v2.1	Chr4	21191759	21197851	False
Populus_deltoides	Populus_deltoides__Podel.04G224800.1.v2.1	Chr4	22614579	22620582	True
Populus_deltoides	Populus_deltoides__Podel.05G057600.1.v2.1	Chr5	3921944	3926553	True
Populus_deltoides	Populus_deltoides__Podel.05G089800.1.v2.1	Chr5	6262774	6266203	False
Populus_deltoides	Populus_deltoides__Podel.05G132900.1.v2.1	Chr5	9988821	9989313	True
Populus_deltoides	Populus_deltoides__Podel.05G139800.1.v2.1	Chr5	10668571	10670929	True
Populus_deltoides	Populus_deltoides__Podel.05G181100.1.v2.1	Chr5	18570462	18573489	True
Populus_deltoides	Populus_deltoides__Podel.05G202400.1.v2.1	Chr5	21163946	21167636	True
Populus_deltoides	Populus_deltoides__Podel.05G204500.1.v2.1	Chr5	21393513	21397831	True
Populus_deltoides	Populus_deltoides__Podel.05G230200.1.v2.1	Chr5	23431624	23434717	False
Populus_deltoides	Populus_deltoides__Podel.05G245900.1.v2.1	Chr5	24526660	24527131	True
Populus_deltoides	Populus_deltoides__Podel.05G259400.1.v2.1	Chr5	25376611	25377409	True
Populus_deltoides	Populus_deltoides__Podel.05G274400.1.v2.1	Chr5	26267464	26269156	True
Populus_deltoides	Populus_deltoides__Podel.06G028300.1.v2.1	Chr6	1981283	1983040	True
Populus_deltoides	Populus_deltoides__Podel.06G035100.1.v2.1	Chr6	2399984	2403061	True
Populus_deltoides	Populus_deltoides__Podel.06G038900.1.v2.1	Chr6	2796814	2799992	False
Populus_deltoides	Populus_deltoides__Podel.06G061000.1.v2.1	Chr6	4518121	4523471	True
Populus_deltoides	Populus_deltoides__Podel.06G089700.1.v2.1	Chr6	6879108	6881081	True
Populus_deltoides	Populus_deltoides__Podel.06G124000.1.v2.1	Chr6	9971746	9974581	True
Populus_deltoides	Populus_deltoides__Podel.06G265700.1.v2.1	Chr6	26281810	26283801	True
Populus_deltoides	Populus_deltoides__Podel.06G291000.1.v2.1	Chr6	28014493	28016325	True
Populus_deltoides	Populus_deltoides__Podel.07G008900.1.v2.1	Chr7	689286	690027	True
Populus_deltoides	Populus_deltoides__Podel.07G022000.1.v2.1	Chr7	1694687	1695122	True
Populus_deltoides	Populus_deltoides__Podel.07G034300.1.v2.1	Chr7	2687438	2690514	False
Populus_deltoides	Populus_deltoides__Podel.07G034600.1.v2.1	Chr7	2740759	2743837	False
Populus_deltoides	Populus_deltoides__Podel.07G094400.1.v2.1	Chr7	11520031	11523514	False
Populus_deltoides	Populus_deltoides__Podel.07G142200.1.v2.1	Chr7	15086445	15090194	True
Populus_deltoides	Populus_deltoides__Podel.08G016000.1.v2.1	Chr8	1083641	1085784	False
Populus_deltoides	Populus_deltoides__Podel.08G024100.1.v2.1	Chr8	1458523	1460890	True
Populus_deltoides	Populus_deltoides__Podel.08G126200.1.v2.1	Chr8	8504069	8510633	True
Populus_deltoides	Populus_deltoides__Podel.08G134200.1.v2.1	Chr8	9088222	9088828	False
Populus_deltoides	Populus_deltoides__Podel.08G139300.1.v2.1	Chr8	9459237	9464236	True
Populus_deltoides	Populus_deltoides__Podel.09G016800.1.v2.1	Chr9	2738815	2741132	True
Populus_deltoides	Populus_deltoides__Podel.09G076700.1.v2.1	Chr9	7293291	7294190	True
Populus_deltoides	Populus_deltoides__Podel.09G076800.1.v2.1	Chr9	7298137	7299343	False
Populus_deltoides	Populus_deltoides__Podel.09G104000.1.v2.1	Chr9	9110431	9113326	True
Populus_deltoides	Populus_deltoides__Podel.09G125000.1.v2.1	Chr9	10356215	10356686	True
Populus_deltoides	Populus_deltoides__Podel.09G130600.1.v2.1	Chr9	10738476	10741307	True
Populus_deltoides	Populus_deltoides__Podel.09G140100.1.v2.1	Chr9	11201932	11203291	True
Populus_deltoides	Populus_deltoides__Podel.09G170300.1.v2.1	Chr9	13027441	13034165	True
Populus_deltoides	Populus_deltoides__Podel.09G170500.1.v2.1	Chr9	13049467	13051361	False
Populus_deltoides	Populus_deltoides__Podel.T273900.1.v2.1	Scaffold_000060	1613	3374	True
Populus_deltoides	Populus_deltoides__Podel.T107700.1.v2.1	Scaffold_000224	17779	18212	True
Populus_deltoides	Populus_deltoides__Podel.T107800.1.v2.1	Scaffold_000224	19793	20230	True
Populus_deltoides	Populus_deltoides__Podel.T188200.1.v2.1	Scaffold_000456	29386	31876	True
Populus_deltoides	Populus_deltoides__Podel.T202900.1.v2.1	Scaffold_000505	20851	23516	True
Populus_deltoides	Populus_deltoides__Podel.T050600.1.v2.1	Scaffold_001102	5188	6212	False
Populus_euphratica	Populus_euphratica__Poeup00835.t1	Chr1	15078417	15080012	True
Populus_euphratica	Populus_euphratica__Poeup00866.t1	Chr1	15446737	15447752	False
Populus_euphratica	Populus_euphratica__Poeup02427.t1	Chr1	40733414	40735745	False
Populus_euphratica	Populus_euphratica__Poeup02433.t1	Chr1	40764834	40767185	False
Populus_euphratica	Populus_euphratica__Poeup02919.t1	Chr1	52542436	52543943	True
Populus_euphratica	Populus_euphratica__GWHAAYU00000002_exon6_exon4_exon3_exon2_exon5_exon7_2dom	Chr1	55940844	55946661	True
Populus_euphratica	Populus_euphratica__Poeup03820.t1	Chr1	61098630	61100893	True
Populus_euphratica	Populus_euphratica__Poeup04226.t1	Chr1	64537793	64544776	True
Populus_euphratica	Populus_euphratica__Poeup04325.t1	Chr1	65197997	65198798	True
Populus_euphratica	Populus_euphratica__Poeup04461.t1	Chr1	66294638	66295484	True
Populus_euphratica	Populus_euphratica__Poeup20064.t1	Chr10	1532914	1534979	True
Populus_euphratica	Populus_euphratica__Poeup20146.t1	Chr10	2170738	2171494	False
Populus_euphratica	Populus_euphratica__Poeup20401.t1	Chr10	3948709	3951793	False
Populus_euphratica	Populus_euphratica__Poeup20403.t1	Chr10	3964188	3965244	True
Populus_euphratica	Populus_euphratica__Poeup20601.t1	Chr10	5470350	5472915	False
Populus_euphratica	Populus_euphratica__Poeup21438.t1	Chr10	11970422	11972363	True
Populus_euphratica	Populus_euphratica__Poeup21521.t1	Chr10	12686500	12689218	True
Populus_euphratica	Populus_euphratica__Poeup21569.t1	Chr10	13120546	13123053	False
Populus_euphratica	Populus_euphratica__Poeup17587.t1	Chr11	4794449	4798063	False
Populus_euphratica	Populus_euphratica__Poeup18543.t1	Chr11	26810011	26811455	False
Populus_euphratica	Populus_euphratica__Poeup29412.t1	Chr12	961808	963491	True
Populus_euphratica	Populus_euphratica__Poeup29645.t1	Chr12	3117092	3117950	True
Populus_euphratica	Populus_euphratica__Poeup29786.t1	Chr12	5827276	5831333	True
Populus_euphratica	Populus_euphratica__Poeup29916.t1	Chr12	10747549	10748660	True
Populus_euphratica	Populus_euphratica__Poeup30439.t1	Chr12	18184947	18189569	False
Populus_euphratica	Populus_euphratica__Poeup15583.t1	Chr13	487951	488879	False
Populus_euphratica	Populus_euphratica__Poeup15833.t1	Chr13	2156640	2159678	True
Populus_euphratica	Populus_euphratica__Poeup15834.t1	Chr13	2168957	2170963	False
Populus_euphratica	Populus_euphratica__Poeup16041.t1	Chr13	4082181	4083296	True
Populus_euphratica	Populus_euphratica__Poeup16066.t1	Chr13	4402372	4405472	False
Populus_euphratica	Populus_euphratica__Poeup16278.t1	Chr13	8431304	8448469	True
Populus_euphratica	Populus_euphratica__Poeup16415.t1	Chr13	16432956	16434071	True
Populus_euphratica	Populus_euphratica__Poeup16534.t1	Chr13	19999437	20007594	True
Populus_euphratica	Populus_euphratica__Poeup16832.t1	Chr13	25299818	25302286	True
Populus_euphratica	Populus_euphratica__Poeup16840.t1	Chr13	25380581	25381858	False
Populus_euphratica	Populus_euphratica__Poeup27401.t1	Chr14	18603803	18604530	True
Populus_euphratica	Populus_euphratica__Poeup27629.t1	Chr14	20468213	20469434	False
Populus_euphratica	Populus_euphratica__Poeup28102.t1	Chr15	2005249	2006726	True
Populus_euphratica	Populus_euphratica__Poeup28359.t1	Chr15	7813055	7814289	True
Populus_euphratica	Populus_euphratica__Poeup28714.t1	Chr15	17080162	17080651	False
Populus_euphratica	Populus_euphratica__Poeup28769.t1	Chr15	17737377	17738894	False
Populus_euphratica	Populus_euphratica__Poeup28778.t1	Chr15	17812572	17813825	False
Populus_euphratica	Populus_euphratica__Poeup29194.t1	Chr15	20906415	20907534	True
Populus_euphratica	Populus_euphratica__Poeup25318.t1	Chr16	1375294	1379290	True
Populus_euphratica	Populus_euphratica__Poeup25361.t1	Chr16	2016712	2026698	True
Populus_euphratica	Populus_euphratica__Poeup25547.t1	Chr16	4522118	4523940	False
Populus_euphratica	Populus_euphratica__Poeup25797.t1	Chr16	13788235	13789420	True
Populus_euphratica	Populus_euphratica__Poeup26094.t1	Chr16	18363191	18365929	False
Populus_euphratica	Populus_euphratica__Poeup23972.t1	Chr17	1643612	1644203	True
Populus_euphratica	Populus_euphratica__Poeup04775.t1	Chr18	2321938	2322340	False
Populus_euphratica	Populus_euphratica__Poeup18622.t1	Chr19	677206	678363	False
Populus_euphratica	Populus_euphratica__Poeup19045.t1	Chr19	5217297	5218652	True
Populus_euphratica	Populus_euphratica__Poeup30908.t1	Chr2	2019214	2021748	True
Populus_euphratica	Populus_euphratica__Poeup31292.t1	Chr2	14376234	14377888	False
Populus_euphratica	Populus_euphratica__Poeup31540.t1	Chr2	17514300	17515975	True
Populus_euphratica	Populus_euphratica__Poeup33327.t1	Chr3	1625746	1626490	False
Populus_euphratica	Populus_euphratica__Poeup34391.t1	Chr3	21286000	21286966	False
Populus_euphratica	Populus_euphratica__Poeup34395.t1	Chr3	21334561	21337303	True
Populus_euphratica	Populus_euphratica__Poeup34446.t1	Chr3	21712115	21714612	False
Populus_euphratica	Populus_euphratica__Poeup08208.t1	Chr4	742768	745921	False
Populus_euphratica	Populus_euphratica__Poeup08905.t1	Chr4	7037977	7038485	True
Populus_euphratica	Populus_euphratica__Poeup09658.t1	Chr4	33764341	33768441	True
Populus_euphratica	Populus_euphratica__Poeup09768.t1	Chr4	34902075	34903593	False
Populus_euphratica	Populus_euphratica__Poeup09810.t1	Chr4	35297985	35299815	True
Populus_euphratica	Populus_euphratica__GWHAAYU00000007_exon6_exon7_exon5_exon4_exon1_exon2_exon3	Chr5	5816793	5820380	True
Populus_euphratica	Populus_euphratica__GWHAAYU00000007_exon13	Chr5	8501492	8502458	False
Populus_euphratica	Populus_euphratica__Poeup14827.t1	Chr5	28911743	28912684	True
Populus_euphratica	Populus_euphratica__Poeup15095.t1	Chr5	31358531	31359068	False
Populus_euphratica	Populus_euphratica__Poeup15484.t1	Chr5	34231406	34232861	False
Populus_euphratica	Populus_euphratica__Poeup10846.t1	Chr6	3343346	3344212	True
Populus_euphratica	Populus_euphratica__Poeup11104.t1	Chr6	5626833	5628131	True
Populus_euphratica	Populus_euphratica__Poeup12817.t1	Chr6	35390528	35391536	False
Populus_euphratica	Populus_euphratica__Poeup22823.t1	Chr7	2963517	2965458	True
Populus_euphratica	Populus_euphratica__Poeup22971.t1	Chr7	4749531	4751925	True
Populus_euphratica	Populus_euphratica__Poeup23228.t1	Chr7	12528182	12529063	False
Populus_euphratica	Populus_euphratica__Poeup23322.t1	Chr7	16586324	16588453	True
Populus_euphratica	Populus_euphratica__Poeup23537.t1	Chr7	20826521	20827844	False
Populus_euphratica	Populus_euphratica__GWHAAYU00000012_exon20_exon6	Chr7	21632978	21633803	True
Populus_euphratica	Populus_euphratica__Poeup06079.t1	Chr8	848406	851022	False
Populus_euphratica	Populus_euphratica__Poeup06486.t1	Chr8	3610196	3611084	False
Populus_euphratica	Populus_euphratica__Poeup07125.t1	Chr8	8268633	8269839	True
Populus_euphratica	Populus_euphratica__Poeup07252.t1	Chr8	9367771	9371473	False
Populus_euphratica	Populus_euphratica__Poeup07500.t1	Chr8	11460352	11461813	True
Populus_euphratica	Populus_euphratica__Poeup35373.t1	Chr9	2555817	2558005	True
Populus_euphratica	Populus_euphratica__Poeup35453.t1	Chr9	6554405	6555008	True
Populus_euphratica	Populus_euphratica__Poeup35526.t1	Chr9	8740300	8740747	True
Populus_euphratica	Populus_euphratica__GWHAAYU00000019_exon1_exon6	Chr9	9094583	9096912	False
Populus_euphratica	Populus_euphratica__Poeup36885.t1	Chr9	19382522	19385799	True
Populus_euphratica	Populus_euphratica__Poeup38371.t1	Scaffold_000489	97712	98444	False
Populus_euphratica	Populus_euphratica__Poeup37189.t1	Scaffold_000581	12848	13991	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold219_cov113.32	Chr1	361245	362111	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold168_cov108.80	Chr1	1545801	1546605	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold169_cov106.296	Chr1	2361239	2368183	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold82_cov102.105	Chr1	5716164	5719032	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold1515_cov109.21	Chr1	10652978	10658909	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold491_cov103.5	Chr1	13600879	13602412	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold34_cov110.5	Chr1	21986174	21988509	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold1048_cov104.4	Chr1	37230565	37231531	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold1242_cov106.13	Chr1	37516628	37518219	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold926_cov107.20	Chr10	399237	402363	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold327_cov106.15	Chr10	12792178	12793693	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold327_cov106.94	Chr10	13343336	13343942	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold327_cov106.172	Chr10	13872751	13873186	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold1846_cov110.64	Chr10	20311700	20313512	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold1846_cov110.61	Chr10	20324716	20326947	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold408_cov108.129	Chr11	2143116	2146843	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold184_cov104.8	Chr13	2923175	2927809	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold951_cov116.2	Chr13	8927817	8931203	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold46_cov108.18	Chr13	12758082	12760621	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold717_cov110.46	Chr13	15030942	15033596	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold356_cov103.163	Chr14	308455	309112	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold356_cov103.131	Chr14	571835	572273	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold356_cov103.3	Chr14	1498012	1500983	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold352_cov102.211	Chr14	5933816	5937796	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold118_cov101.47	Chr14	7958449	7958872	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold4416_cov112.1	Chr15	5635076	5635712	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold1873_cov107.33	Chr16	1386137	1387919	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold298_cov112.12	Chr16	1808624	1811521	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold185_cov102.186	Chr16	2211428	2215915	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold185_cov102.77	Chr16	3165947	3171188	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold123_cov104.9	Chr16	11885841	11888053	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold407_cov105.91	Chr17	1359980	1363840	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold203_cov105.62	Chr17	10617639	10618224	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold363_cov103.137	Chr18	1929029	1931112	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold38_cov107.34	Chr19	12209949	12212741	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold47_cov104.156	Chr2	1969285	1969759	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold47_cov104.21	Chr2	2847993	2851022	True
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold336_cov105.14	Chr2	4615375	4619233	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold5_cov102.260	Chr2	4808664	4813070	False
Populus_ilicifolia	Populus_ilicifolia__evm.model.scaffold5_cov102.49	Chr2	6458895	6461944	True
